contract_project_id,contract_id,project_number,project_control_number,project_name,work_type,county_region,route,location,project_award_amount
sd_sddot_20230111_item_001_project_003,sd_sddot_20230111_item_001,BRO-B 8047(30),085F,"Structure, Approach Grading","Structure, Approach Grading","Butte, Meade",,"Structure' 15.5 N & 2.5 E of Belle Fourche on Old Hwy 85 over Indian Creek, 20.2 E & 6.7 N of Newell on Old Hwy 212 over Sulphur Creek, 21.1 W & 13.9 S of Faith on Pine Creek Rd over Pine Creek, 6 E & 12 N of White Owl on Whitetail Rd over Beaver Dam Creek",
sd_sddot_20230111_item_001_project_004,sd_sddot_20230111_item_001,BRO-B 8047(31),085G,"Structure, Approach Grading","Structure, Approach Grading","Butte, Meade",,"Structure' 15.5 N & 2.5 E of Belle Fourche on Old Hwy 85 over Indian Creek, 20.2 E & 6.7 N of Newell on Old Hwy 212 over Sulphur Creek, 21.1 W & 13.9 S of Faith on Pine Creek Rd over Pine Creek, 6 E & 12 N of White Owl on Whitetail Rd over Beaver Dam Creek",
sd_sddot_20230111_item_002_project_001,sd_sddot_20230111_item_002,BRF-B 6410(10),084L,Structure & Approach Grading,Structure & Approach Grading,"Butte, Perkins",,"Structure 13.5 E & 0.8 N of Newell on Old Hwy 212 over Mud Elm Creek, 11.8 W & 2.5 S of Bison on Moreau River Road over Mud Creek",
sd_sddot_20230111_item_002_project_002,sd_sddot_20230111_item_002,BRO-B 8053(24),085V,Structure & Approach Grading,Structure & Approach Grading,"Butte, Perkins",,"Structure 13.5 E & 0.8 N of Newell on Old Hwy 212 over Mud Elm Creek, 11.8 W & 2.5 S of Bison on Moreau River Road over Mud Creek",
sd_sddot_20230111_item_003_project_001,sd_sddot_20230111_item_003,NH 0081(124)159,0881,Precast RCBC & Pipe Work,Precast RCBC & Pipe Work,Codington,,US81 - Fm 2.5 to 2.1 W of I29,
sd_sddot_20230111_item_004_project_001,sd_sddot_20230111_item_004,IM-NH-P 0041(163),06FK,Pipe Repair,Pipe Repair,"Lawrence, Pennington",,Various Locations Throughout the Rapid City Area,
sd_sddot_20230111_item_005_project_001,sd_sddot_20230111_item_005,P TAPR(36),07RK,Shared Use Path,Shared Use Path,Custer,,"Hermosa - along Vilas St fm 4th St to 1st St, along 1st St fm Vilas St to Main St",
sd_sddot_20230111_item_006_project_001,sd_sddot_20230111_item_006,P 0045(62)112,07YU,Mill & Asphalt Concrete Resurfacing,Mill & Asphalt Concrete Resurfacing,Hand,,SD45 - Fm Miller to US212,
sd_sddot_20230111_item_006_project_002,sd_sddot_20230111_item_006,P 0026(07)252,07YV,Mill & Asphalt Concrete Resurfacing,Mill & Asphalt Concrete Resurfacing,Hand,,SD45 - Fm Miller to US212,
sd_sddot_20230111_item_007_project_001,sd_sddot_20230111_item_007,NH 0014(254)302,08XT,"AC Surf of Shoulders, AC Resurf Bike pth","AC Surf of Shoulders, AC Resurf Bike pth","Beadle, Hand",,US14 - Fm Miller to Wessington,
sd_sddot_20230111_item_008_project_001,sd_sddot_20230111_item_008,IM-NH-P 0012(305),08RE,Asphalt Surface Treatment,Asphalt Surface Treatment,"Brookings, Codington, Deuel, Hamlin",,Various Locations in the Watertown Area,
sd_sddot_20230111_item_009_project_001,sd_sddot_20230111_item_009,NH-P 0012(304),08R1,Rout & Seal,Rout & Seal,"Deuel, Grant, Hamlin, Roberts",,Various Locations in the Watertown Area,
sd_sddot_20230201_item_001_project_001,sd_sddot_20230201_item_001,P TAPU(22),06N7,Shared Use Path,Shared Use Path,Minnehaha,,Crooks along West Avenue from Main St. to Executive Ave.,
sd_sddot_20230201_item_002_project_001,sd_sddot_20230201_item_002,NH 0019(42)0,05GX,Bridge Rehab & Bridge Deck Chip Seal,Bridge Rehab & Bridge Deck Chip Seal,Clay,,SD19 - Str 4.1 S of Vermillion Over the Missouri River,
sd_sddot_20230201_item_003_project_001,sd_sddot_20230201_item_003,PH 0010(173),05GG,Guardrail Replacement,Guardrail Replacement,"Brown, Codington",,Various Locations in the Aberdeen Region,
sd_sddot_20230201_item_004_project_001,sd_sddot_20230201_item_004,NH 0037(00)126,08DR,Detour Surface Maintenance,Detour Surface Maintenance,Beadle,,"SD37 - Detour for Huron Urban Grading, 9th St, Kansas Ave, 5th St, Market St",
sd_sddot_20230201_item_005_project_001,sd_sddot_20230201_item_005,P 0044(222)330,07Y8,Mill & Asphalt Concrete Resurfacing,Mill & Asphalt Concrete Resurfacing,"Douglas, Hutchinson",,SD44 - Fm the E Jct of US281 to SD37 at Parkston; SD37 - Fm 2 N of US18 to Parkston,
sd_sddot_20230201_item_005_project_002,sd_sddot_20230201_item_005,NH 0037(172)43,08V1,Mill & Asphalt Concrete Resurfacing,Mill & Asphalt Concrete Resurfacing,"Douglas, Hutchinson",,SD44 - Fm the E Jct of US281 to SD37 at Parkston; SD37 - Fm 2 N of US18 to Parkston,
sd_sddot_20230201_item_006_project_001,sd_sddot_20230201_item_006,P 0020(197)267,06QD,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Faulk, Potter",,SD20 - Fm W of the Potter/Faulk Co Line to SD45,
sd_sddot_20230201_item_007_project_001,sd_sddot_20230201_item_007,NH 0212(199)235,06PJ,"AC Resurfacing, Pipe Work","AC Resurfacing, Pipe Work","Faulk, Potter",,US212 - Fm E of the W SD47 Jct to the Potter/Faulk Co Line,
sd_sddot_20230201_item_008_project_001,sd_sddot_20230201_item_008,NH 0033(40),08RL,MicroSurfacing,MicroSurfacing,Jackson,,SD73 - Fm S of White River to N of SD44,
sd_sddot_20230201_item_009_project_001,sd_sddot_20230201_item_009,IM-P 0041(178),08RK,MicroSurfacing & AC Patching,MicroSurfacing & AC Patching,Pennington,,I90- Fm 2 miles E of Wasta to Wall; SD44- Fm W of the Cheyenne River to Scenic,
sd_sddot_20230201_item_009_project_002,sd_sddot_20230201_item_009,044-452,I6YG,MicroSurfacing & AC Patching,MicroSurfacing & AC Patching,Pennington,,I90- Fm 2 miles E of Wasta to Wall; SD44- Fm W of the Cheyenne River to Scenic,
sd_sddot_20230201_item_009_project_003,sd_sddot_20230201_item_009,090 E-452,I6YE,MicroSurfacing & AC Patching,MicroSurfacing & AC Patching,Pennington,,I90- Fm 2 miles E of Wasta to Wall; SD44- Fm W of the Cheyenne River to Scenic,
sd_sddot_20230201_item_009_project_004,sd_sddot_20230201_item_009,090 W-452,I6YF,MicroSurfacing & AC Patching,MicroSurfacing & AC Patching,Pennington,,I90- Fm 2 miles E of Wasta to Wall; SD44- Fm W of the Cheyenne River to Scenic,
sd_sddot_20230201_item_010_project_001,sd_sddot_20230201_item_010,P 0011(160),08QR,Rout & Seal,Rout & Seal,Brown,,SD Highway 10,
sd_sddot_20230201_item_011_project_001,sd_sddot_20230201_item_011,P 0012(295),089D,Crack Leveling,Crack Leveling,"Clark, Codington, Roberts",,Various Routes in the Watertown Area,
sd_sddot_20230201_item_012_project_001,sd_sddot_20230201_item_012,NH 0013(164),08RJ,Crack Leveling,Crack Leveling,Beadle,,Various Routes in the Huron Area,
sd_sddot_20230215_item_001_project_001,sd_sddot_20230215_item_001,NH-P 0046(74)290,06J7,"Mill, ACC, FDR, Culvert Work, Guardrail","Mill, ACC, FDR, Culvert Work, Guardrail","Bon Homme, Charles Mix",,SD46 - Fm Wagner to SD37; SD50 - Fm the E Jct with SD46 S towards Avon,
sd_sddot_20230215_item_001_project_002,sd_sddot_20230215_item_001,NH 0050(131)337,05E1,"Mill, ACC, FDR, Culvert Work, Guardrail","Mill, ACC, FDR, Culvert Work, Guardrail","Bon Homme, Charles Mix",,SD46 - Fm Wagner to SD37; SD50 - Fm the E Jct with SD46 S towards Avon,
sd_sddot_20230215_item_002_project_001,sd_sddot_20230215_item_002,IM 0291(132)27,06DL,"CRC/NRC Repair, AC Shou,Extnd RCBC, Pipe","CRC/NRC Repair, AC Shou,Extnd RCBC, Pipe",Union,,I29 NBL & SBL - Fm Exit 26 near Vermillion N 10,
sd_sddot_20230215_item_003_project_001,sd_sddot_20230215_item_003,P-PH 0052(08)332,05ET,"Shoulder Widening, ACC, End Block, C&G","Shoulder Widening, ACC, End Block, C&G",Yankton,,SD52 - Fm W Jct of SD50 S 4.6,
sd_sddot_20230215_item_004_project_001,sd_sddot_20230215_item_004,P 0037(116)224,01RE,"Deck Overlay, Guard Rail & Bridge Rail","Deck Overlay, Guard Rail & Bridge Rail","Brown, Marshall",,SD37 - 7 S of SD10 Over Crow Creek Ditch; SD27 - 4.5 N of SD10 Over Wild Rice Ck,
sd_sddot_20230215_item_004_project_002,sd_sddot_20230215_item_004,P 0027(09)241,01RF,"Deck Overlay, Guard Rail & Bridge Rail","Deck Overlay, Guard Rail & Bridge Rail","Brown, Marshall",,SD37 - 7 S of SD10 Over Crow Creek Ditch; SD27 - 4.5 N of SD10 Over Wild Rice Ck,
sd_sddot_20230215_item_005_project_001,sd_sddot_20230215_item_005,IM 0901(203)45,08LD,Construct Median & Ramp Crossovers,Construct Median & Ramp Crossovers,Meade,,I90 E & W - Fm E of Exit 44 to W of Exit 48,
sd_sddot_20230215_item_006_project_001,sd_sddot_20230215_item_006,IM 2292(103)2,06CF,"LSDC Overlay, App Slabs & Pavmnt, Ped Rl","LSDC Overlay, App Slabs & Pavmnt, Ped Rl",Minnehaha,,I229 - Exit 2 (Western Ave) in Sioux Falls,
sd_sddot_20230215_item_006_project_002,sd_sddot_20230215_item_006,IM 2292(109)2,0818,"LSDC Overlay, App Slabs & Pavmnt, Ped Rl","LSDC Overlay, App Slabs & Pavmnt, Ped Rl",Minnehaha,,I229 - Exit 2 (Western Ave) in Sioux Falls,
sd_sddot_20230215_item_007_project_001,sd_sddot_20230215_item_007,P 0013(160),088L,Asphalt Surface Treatment,Asphalt Surface Treatment,"Kingsbury, Miner",,SD Highway 25 in Kingsbury and Miner Counties,
sd_sddot_20230215_item_008_project_001,sd_sddot_20230215_item_008,NH-P 0022(91),08RD,"Asphalt Surface Treatment, Rout & Seal","Asphalt Surface Treatment, Rout & Seal","Kingsbury, Lake, Lincoln, Minnehaha, Turner",,Various Locations in the Sioux Fall Area,
sd_sddot_20230301_item_001_project_001,sd_sddot_20230301_item_001,P 0020(169)326,05DW,Embankment and Approach Slab Repairs,Embankment and Approach Slab Repairs,Spink,,SD20 - Str 5.2 E of US281,
sd_sddot_20230301_item_002_project_001,sd_sddot_20230301_item_002,P 0011(141),06FR,"Approach Slabs, Polymer Chip Seal & Berm","Approach Slabs, Polymer Chip Seal & Berm","Marshall, Spink",,US281 - Str 2 N of Tulare & SD27 - Str 2 S of Britton,
sd_sddot_20230301_item_002_project_002,sd_sddot_20230301_item_002,NH 0013(146),06WW,"Approach Slabs, Polymer Chip Seal & Berm","Approach Slabs, Polymer Chip Seal & Berm","Marshall, Spink",,US281 - Str 2 N of Tulare & SD27 - Str 2 S of Britton,
sd_sddot_20230301_item_003_project_001,sd_sddot_20230301_item_003,PH 0020(201),06JF,Modify Intersection,Modify Intersection,"Hanson, Miner, Minnehaha",,Various Locations in the Mitchell Region,
sd_sddot_20230301_item_004_project_001,sd_sddot_20230301_item_004,P TAPR(41),08ED,PCC Shared Use Path,PCC Shared Use Path,Minnehaha,,Dell Rapids - along the W side of Old Hwy 77 fm W 10th St to W 7th St,
sd_sddot_20230301_item_005_project_001,sd_sddot_20230301_item_005,P 0020(241)0,09AQ,Gravel Surfacing,Gravel Surfacing,Harding,,SD20 - Fm the MT State Line to Camp Crook,
sd_sddot_20230301_item_006_project_001,sd_sddot_20230301_item_006,P 0043(35),089E,MicroSurfacing,MicroSurfacing,Pennington,,Various Locations in the Custer Area,
sd_sddot_20230301_item_007_project_001,sd_sddot_20230301_item_007,P 0011(94)86,04VC,"Epoxy Chip Seal, Column Repair","Epoxy Chip Seal, Column Repair",Minnehaha Project Rejected by the Transportation Commission,,SD11 - 5.2 North of the I90 Interchange Over West Pipestone Creek,
sd_sddot_20230301_item_008_project_001,sd_sddot_20230301_item_008,NH-P 0033(42),08R2,Rout & Seal,Rout & Seal,"Bennett, Jackson, Lyman",,Various Routes in the Winner Area,
sd_sddot_20230301_item_009_project_001,sd_sddot_20230301_item_009,NH-P 0043(36),08QU,Rout & Seal,Rout & Seal,"Custer, Pennington",,Various Routes in the Custer Area,
sd_sddot_20230301_item_010_project_001,sd_sddot_20230301_item_010,NH-P 0031(55),08R8,Asphalt Surface Treatment,Asphalt Surface Treatment,"Potter, Stanley, Sully, Walworth",,Various Routes in the Pierre Area,
sd_sddot_20230322_item_001_project_001,sd_sddot_20230322_item_001,BRO-B 8060(12),086Q,Structure & Approach Grading,Structure & Approach Grading,Sully,,Structure 4 N & 4.3 W of Agar on 172nd St over a Creek SN 60-267-000,
sd_sddot_20230322_item_002_project_001,sd_sddot_20230322_item_002,P 6403(10),08P3,"Grading, Base Course, AC Concrete","Grading, Base Course, AC Concrete",Pennington,,South Rochford Rd fm Rochford SW to Deerfield Rd,
sd_sddot_20230322_item_003_project_001,sd_sddot_20230322_item_003,PH 0010(152),06K5,"Grading, Culvert Ext. PCC & AC Surf","Grading, Culvert Ext. PCC & AC Surf","Codington, Deuel, Kingsbury, Roberts",,Various Locations in the Watertown Area.,
sd_sddot_20230322_item_004_project_001,sd_sddot_20230322_item_004,NH-P 0042(94),08QT,Rout & Seal,Rout & Seal,"Butte, Harding, Meade, Perkins",,Various Routes in the Belle Fourche Area,
sd_sddot_20230322_item_005_project_001,sd_sddot_20230322_item_005,NH-P 0013(165),08QV,Rout & Seal,Rout & Seal,"Buffalo, Clark, Lyman, Spink",,Various Routes in the Huron and Winner Area,
sd_sddot_20230322_item_006_project_001,sd_sddot_20230322_item_006,NH-P 0011(159),08R4,Asphalt Surface Treatment,Asphalt Surface Treatment,"Brown, Edmunds, Faulk, Marshall, McPherson",,Various Locations in the Aberdeen Area,
sd_sddot_20230322_item_007_project_001,sd_sddot_20230322_item_007,NH-P 0042(95),08R5,Asphalt Surface Treatment,Asphalt Surface Treatment,"Butte, Harding, Meade, Perkins",,Various Locations in the Belle Fourche Area,
sd_sddot_20230322_item_008_project_001,sd_sddot_20230322_item_008,NH-P 0043(33),088K,Asphalt Surface Treatment,Asphalt Surface Treatment,"Fall River, Oglala Lakota",,Various Routes in the Custer Area,
sd_sddot_20230322_item_009_project_001,sd_sddot_20230322_item_009,NH-P 0041(180),08U4,Pavement Restoration,Pavement Restoration,Pennington No Bids Received.,,Various Routes in the Rapid City Area,
sd_sddot_20230322_item_009_project_002,sd_sddot_20230322_item_009,NH 3270(00),09CA,Pavement Restoration,Pavement Restoration,Pennington No Bids Received.,,Various Routes in the Rapid City Area,
sd_sddot_20230405_item_001_project_001,sd_sddot_20230405_item_001,BRO-B 8026(36),08MP,Str & Approach Grading,Str & Approach Grading,Grant,,Structure 10.1 W & 2.5 N of Marvin on 144th St over a Ck SN 26-056-020,
sd_sddot_20230405_item_002_project_001,sd_sddot_20230405_item_002,NH 0300(31),06FX,Approach Slab Repair & Polymer Chip Seal,Approach Slab Repair & Polymer Chip Seal,Corson,,US12 - Str. 7 W of Mobridge,
sd_sddot_20230405_item_003_project_001,sd_sddot_20230405_item_003,IM-NH-P 0020(223),08P5,Concrete Penetrating Sealer,Concrete Penetrating Sealer,"Bon Homme, Clay, Lincoln, Minnehaha, Moody, Turner, Yankton",,Various Locations Throughout the Mitchell Region,
sd_sddot_20230405_item_004_project_001,sd_sddot_20230405_item_004,PH 0030(32),05G9,Durable Pavement Markings,Durable Pavement Markings,"Hughes, Stanley, Walworth",,Various locations on the State System in the Pierre Region,
sd_sddot_20230405_item_005_project_001,sd_sddot_20230405_item_005,IM-NH-P 0033(39),08RF,"Asphalt Surface Treatment, Rout & Seal","Asphalt Surface Treatment, Rout & Seal","Bennett, Jackson, Jones, Mellette, Todd, Tripp",,Various Locations in the Winner Area,
sd_sddot_20230405_item_006_project_001,sd_sddot_20230405_item_006,NH-P 0031(54),08QX,Rout & Seal,Rout & Seal,"Hughes, Potter",,Various Routes in the Pierre Area,
sd_sddot_20230419_item_001_project_001,sd_sddot_20230419_item_001,P-B 0028(53)375,081V,Column Repair,Column Repair,Deuel,,SD28 - Str 1.5 W MN State Line over CK,
sd_sddot_20230419_item_002_project_001,sd_sddot_20230419_item_002,IM-NH-P 0012(276),06FT,"App. Slab, Poly Chip Seal, PCCP Repairs","App. Slab, Poly Chip Seal, PCCP Repairs","Brookings, Codington, Deuel, Hamlin, Kingsbury",,Various Locations Throughout the Watertown Area,
sd_sddot_20230419_item_002_project_002,sd_sddot_20230419_item_002,NH 0012(296),089T,"App. Slab, Poly Chip Seal, PCCP Repairs","App. Slab, Poly Chip Seal, PCCP Repairs","Brookings, Codington, Deuel, Hamlin, Kingsbury",,Various Locations Throughout the Watertown Area,
sd_sddot_20230419_item_003_project_001,sd_sddot_20230419_item_003,PH 0040(338),06U3,High Friction Surface Treatment,High Friction Surface Treatment,"Butte, Lawrence, Meade, Pennington",,Various Locations on the state and local systems in the Rapid City Region,
sd_sddot_20230419_item_004_project_001,sd_sddot_20230419_item_004,NH-P 0032(42),08R7,Asphalt Surface Treatment,Asphalt Surface Treatment,"Campbell, Corson, Dewey, McPherson, Walworth",,Various Locations in the Mobridge Area,
sd_sddot_20230419_item_005_project_001,sd_sddot_20230419_item_005,NH-P 0023(66),08RG,Asphalt Surface Treatment,Asphalt Surface Treatment,"Bon Homme, Clay, Hutchinson, Turner, Union, Yankton",,Various Locations in the Yankton Area,
sd_sddot_20230419_item_006_project_001,sd_sddot_20230419_item_006,IM-P 0041(177),08RC,"Asphalt Surface Treatment, Rout & Seal","Asphalt Surface Treatment, Rout & Seal","Jackson, Lawrence, Meade, Pennington",,Various Locations in the Rapid City Area,
sd_sddot_20230419_item_006_project_002,sd_sddot_20230419_item_006,473-451,I6YY,"Asphalt Surface Treatment, Rout & Seal","Asphalt Surface Treatment, Rout & Seal","Jackson, Lawrence, Meade, Pennington",,Various Locations in the Rapid City Area,
sd_sddot_20230419_item_006_project_003,sd_sddot_20230419_item_006,NH-P 0041(179),08QY,"Asphalt Surface Treatment, Rout & Seal","Asphalt Surface Treatment, Rout & Seal","Jackson, Lawrence, Meade, Pennington",,Various Locations in the Rapid City Area,
sd_sddot_20230419_item_007_project_001,sd_sddot_20230419_item_007,NH-P 0022(90),08R0,Rout & Seal,Rout & Seal,"Clay, Lincoln, McCook, Minnehaha",,Various Routes in the Sioux Falls & Yankton Areas,
sd_sddot_20230419_item_008_project_001,sd_sddot_20230419_item_008,PH 8034(31),04K9,Signing & Delineation,Signing & Delineation,Hutchinson,,"Various County, City, & Township Roads in Hutchinson County",
sd_sddot_20230503_item_001_project_001,sd_sddot_20230503_item_001,"NH-TA 0100(108)407, NH 2115(00), P 1261(00), P 1353(00)","01V6, 08DE, 08DF,","Grdng, Struc, PCC, C&G, Storm, Signals","Grdng, Struc, PCC, C&G, Storm, Signals",Lincoln,,Veterans Pkwy - Fm Western Ave to Cliff Ave,
sd_sddot_20230503_item_002_project_001,sd_sddot_20230503_item_002,CIP 11120( ),X05Y,Watermain & Sanitary Sewer,Watermain & Sanitary Sewer,Lincoln,,Western Avenue in Sioux Falls,
sd_sddot_20230503_item_003_project_001,sd_sddot_20230503_item_003,"BRO 8003(40), BRO 8030(23), BRO 8046(06), BRO 8054(06)","08NF, 08NL, 08NM,",Structure Removals,Structure Removals,"Beadle, Hand, Marshall, Potter",,"Structure 8.6 S & 5 W of Huron on 395th Ave over Cain Ck, Structure 10 S & 4.3 W of Wessington on 212th St over inlet at Rose Hill Lake, Structure 3.2 N & 2 E of Langford on 421st Ave over a Ck, Structure 12.2 W & 4 N of Gettysburg on 160th St over Cheyenn",
sd_sddot_20230503_item_004_project_001,sd_sddot_20230503_item_004,NH-B 0044(221)42,07WN,Column Repair,Column Repair,"Harding, Pennington No Bids Received",,SD44 - Str 1.9 W of the SD231 Jct over Rapid Ck; SD 20 0.9 W of Buffalo,
sd_sddot_20230503_item_004_project_002,sd_sddot_20230503_item_004,P-B 0020(219)26,08A0,Column Repair,Column Repair,"Harding, Pennington No Bids Received",,SD44 - Str 1.9 W of the SD231 Jct over Rapid Ck; SD 20 0.9 W of Buffalo,
sd_sddot_20230503_item_005_project_001,sd_sddot_20230503_item_005,P 0044(211)200,04EM,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work",Mellette,,SD44 - Fm US83 to E City limits of Wood,
sd_sddot_20230503_item_006_project_001,sd_sddot_20230503_item_006,PH 0040(324),05GC,Sprayable Durable Pavement Marking,Sprayable Durable Pavement Marking,"Meade, Pennington",,Various locations on the State System in the Rapid City Region,
sd_sddot_20230503_item_007_project_001,sd_sddot_20230503_item_007,NH-P 0023(67),08RH,Crack Leveling,Crack Leveling,"Bon Homme, Turner",,Various Locations in the Yankton Area,
sd_sddot_20230503_item_008_project_001,sd_sddot_20230503_item_008,PH 8016(10),04HP,Signing & Delineation - Gravel Roads,Signing & Delineation - Gravel Roads,Corson,,"Various County, City, & Township Roads in Corson County",
sd_sddot_20230503_item_009_project_001,sd_sddot_20230503_item_009,NH-P 0041(180),08U4,Pavement Restoration,Pavement Restoration,Pennington,,Various Routes in the Rapid City Area,
sd_sddot_20230503_item_009_project_002,sd_sddot_20230503_item_009,NH 3270(00),09CA,Pavement Restoration,Pavement Restoration,Pennington,,Various Routes in the Rapid City Area,
sd_sddot_20230503_item_010_project_001,sd_sddot_20230503_item_010,P 000S(00)287,07DU,County Pavement Marking,County Pavement Marking,Regionwide,,Various Locations in the Pierre Region,
